,maker_num,model_num,detail_num,cost,exchange,repair
5059,2828,3637,4988,350599.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5060,2828,3637,4988,315039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5065,2828,3637,4988,587759.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5067,2828,3637,4988,350599.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5069,2828,3637,4988,384479.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5071,2828,3637,4988,360629.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5074,2828,3637,4988,529797.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5075,2828,3637,4988,305169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5076,2828,3637,4988,321169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5079,2828,3637,4988,516149.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5080,2828,3637,4988,276669.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5082,2828,3637,4988,654859.0,Side mirror:exchange,Side mirror:exchange
5083,2828,3637,4988,686737.0,"Front bumper:repair,coating;Bumper:coating,exchange","Front bumper:repair,coating;Bumper:coating,exchange"
5084,2828,3637,4988,348889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5086,2828,3637,4988,492709.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5088,2828,3637,4988,757819.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5089,2828,3637,4988,245919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5092,2828,3637,4988,869422.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5095,2828,3637,4988,395187.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5096,2828,3637,4988,239169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5098,2828,3637,4988,482092.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5099,2828,3637,4988,573145.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5100,2828,3637,4988,444129.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5101,2828,3637,4988,326399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5103,2828,3637,4988,395647.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5104,2828,3637,4988,296589.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5105,2828,3637,4988,332149.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5106,2828,3637,4988,521497.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5107,2828,3637,4988,346967.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5108,2828,3637,4988,422957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5114,2828,3637,4988,347629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5115,2828,3637,4988,406919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5118,2828,3637,4988,762719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5119,2828,3637,4988,396919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5120,2828,3637,4988,434569.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5121,2828,3637,4988,361919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5125,2828,5124,5125,269109.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5127,2828,5124,5125,416290.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5128,2828,5124,5125,286259.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5129,2828,5124,5125,373599.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5131,2828,5124,5125,313609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5132,2828,5124,5125,581889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5133,2828,5124,5125,148480.0,Wheel:exchange,Wheel:exchange
5134,2828,5124,5125,148480.0,Wheel:exchange,Wheel:exchange
5135,2828,5124,5125,581889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5136,2828,5124,5125,313609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5138,2828,5124,5125,373599.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5139,2828,5124,5125,286259.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5143,2828,5124,5141,309469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5144,2828,5124,5141,224799.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5145,2828,5124,5141,392049.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5149,2828,5124,5141,337559.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5150,2828,5124,5141,4650.0,Side mirror:exchange,Side mirror:exchange
5151,2828,5124,5141,1012639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5152,2828,5124,5141,320869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5153,2828,5124,5141,440199.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5157,2828,5124,5141,330229.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5158,2828,5124,5141,158329.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5159,2828,5124,5141,595499.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5161,2828,5124,5141,101709.0,Wheel:exchange,Wheel:exchange
5167,2828,5124,5141,192309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5168,2828,5124,5141,192309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5171,2828,5124,5141,351039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5172,2828,5124,5141,561720.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5177,2828,5124,5141,236870.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5178,2828,5124,5141,572958.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5179,2828,5124,5141,375219.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5180,2828,5124,5141,272790.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5181,2828,5124,5141,268780.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5182,2828,5124,5141,522299.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5185,2828,5124,5141,551929.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5186,2828,5124,5141,324739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5188,2828,5124,5141,547119.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5193,2828,5124,5141,277059.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5199,2828,5124,5141,219909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5205,2828,5124,5141,257269.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5206,2828,5124,5141,242039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5207,2828,5124,5141,2186209.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5210,2828,5124,5141,454220.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5211,2828,5124,5141,532369.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5212,2828,5124,5141,287339.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5213,2828,5124,5141,206219.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5217,2828,5124,5141,275519.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5219,2828,5124,5141,308669.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5221,2828,5124,5141,925659.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5222,2828,5124,5141,654849.0,Side mirror:exchange,Side mirror:exchange
5224,2828,5124,5141,264959.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5225,2828,5124,5141,467829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5226,2828,5124,5141,670170.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5227,2828,5124,5141,364009.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5228,2828,5124,5141,403809.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5230,2828,5124,5141,395448.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
5232,2828,5124,5141,194529.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5233,2828,5124,5141,487352.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5235,2828,5124,5141,475889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5236,2828,5124,5141,550799.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5237,2828,5124,5141,377889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5238,2828,5124,5141,437718.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5239,2828,5124,5141,220869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5241,2828,5124,5141,504801.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5247,2828,5124,5141,267200.0,Wheel:exchange,Wheel:exchange
5251,2828,5124,5141,669793.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5252,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5253,2828,5124,5141,389249.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5255,2828,5124,5141,697639.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5256,2828,5124,5141,697639.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5257,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5258,2828,5124,5141,406439.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5259,2828,5124,5141,406439.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5261,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5262,2828,5124,5141,331619.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5263,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5264,2828,5124,5141,549629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5265,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5266,2828,5124,5141,460079.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5267,2828,5124,5141,588931.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5268,2828,5124,5141,457269.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5269,2828,5124,5141,657339.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5270,2828,5124,5141,429759.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5274,2828,5124,5141,188749.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5283,2828,5124,5141,199440.0,Wheel:exchange,Wheel:exchange
5287,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5289,2828,5124,5141,307559.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5291,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5292,2828,5124,5141,364629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5293,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5294,2828,5124,5141,599039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5295,2828,5124,5141,368419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5297,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5299,2828,5124,5141,556249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5300,2828,5124,5141,328539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5301,2828,5124,5141,608204.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5302,2828,5124,5141,1047639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5303,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5312,2828,5124,5141,382077.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5313,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5318,2828,5124,5141,164000.0,Wheel:exchange,Wheel:exchange
5319,2828,5124,5141,147300.0,Wheel:exchange,Wheel:exchange
5320,2828,5124,5141,166160.0,Wheel:exchange,Wheel:exchange
5321,2828,5124,5141,236209.0,Side mirror:exchange,Side mirror:exchange
5322,2828,5124,5141,176469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5323,2828,5124,5141,827009.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5324,2828,5124,5141,349359.0,Wheel:exchange,Wheel:exchange
5325,2828,5124,5141,809349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5327,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5328,2828,5124,5141,460399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5330,2828,5124,5141,546879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5331,2828,5124,5141,546879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5332,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5333,2828,5124,5141,563827.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5335,2828,5124,5141,982874.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5337,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5338,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5342,2828,5124,5141,521089.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5344,2828,5124,5141,166320.0,Wheel:exchange,Wheel:exchange
5352,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5354,2828,5124,5141,400219.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5357,2828,5124,5141,374849.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5358,2828,5124,5141,407039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5360,2828,5124,5141,221519.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5361,2828,5124,5141,221479.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5362,2828,5124,5141,580819.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5364,2828,5124,5141,472879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5366,2828,5124,5141,565339.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5370,2828,5124,5141,629209.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5372,2828,5124,5141,444350.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5374,2828,5124,5141,403789.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5375,2828,5124,5141,527990.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5376,2828,5124,5141,895409.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5377,2828,5124,5141,596436.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5378,2828,5124,5141,851737.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5379,2828,5124,5141,301940.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5382,2828,5124,5141,269869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5384,2828,5124,5141,419909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5386,2828,5124,5141,308809.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5389,2828,5124,5141,189869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5390,2828,5124,5141,796227.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5393,2828,5124,5141,287039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5394,2828,5124,5141,142869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5395,2828,5124,5141,303289.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5398,2828,5124,5141,365999.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5399,2828,5124,5141,318889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5400,2828,5124,5141,591769.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5407,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5408,2828,5124,5141,482667.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5409,2828,5124,5141,316149.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5410,2828,5124,5141,314779.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5412,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5414,2828,5124,5141,710279.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5415,2828,5124,5141,503349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5416,2828,5124,5141,332989.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5417,2828,5124,5141,626459.0,Side mirror:exchange,Side mirror:exchange
5422,2828,5124,5141,349489.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5423,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5424,2828,5124,5141,585679.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5425,2828,5124,5141,585679.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5426,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5427,2828,5124,5141,349489.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5432,2828,5124,5141,626459.0,Side mirror:exchange,Side mirror:exchange
5433,2828,5124,5141,332989.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5434,2828,5124,5141,503349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5435,2828,5124,5141,710279.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5437,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5439,2828,5124,5141,314779.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5440,2828,5124,5141,316149.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5441,2828,5124,5141,482667.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5442,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5449,2828,5124,5141,591769.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5450,2828,5124,5141,318889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5451,2828,5124,5141,365999.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5454,2828,5124,5141,303289.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5455,2828,5124,5141,142869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5456,2828,5124,5141,287039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5459,2828,5124,5141,796227.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5460,2828,5124,5141,189869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5463,2828,5124,5141,308809.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5465,2828,5124,5141,419909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5467,2828,5124,5141,269869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5470,2828,5124,5141,301940.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5471,2828,5124,5141,851737.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5472,2828,5124,5141,596436.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5473,2828,5124,5141,895409.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5474,2828,5124,5141,527990.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5475,2828,5124,5141,403789.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5477,2828,5124,5141,444350.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5479,2828,5124,5141,629209.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5483,2828,5124,5141,565339.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5485,2828,5124,5141,472879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5487,2828,5124,5141,580819.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5488,2828,5124,5141,221479.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5489,2828,5124,5141,221519.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5491,2828,5124,5141,407039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5492,2828,5124,5141,374849.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5495,2828,5124,5141,400219.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5497,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5505,2828,5124,5141,166320.0,Wheel:exchange,Wheel:exchange
5507,2828,5124,5141,521089.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5511,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5512,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5514,2828,5124,5141,982874.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5516,2828,5124,5141,563827.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5517,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5518,2828,5124,5141,546879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5519,2828,5124,5141,546879.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5521,2828,5124,5141,460399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5522,2828,5124,5141,286069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5524,2828,5124,5141,809349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5525,2828,5124,5141,349359.0,Wheel:exchange,Wheel:exchange
5526,2828,5124,5141,827009.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5527,2828,5124,5141,176469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5528,2828,5124,5141,236209.0,Side mirror:exchange,Side mirror:exchange
5529,2828,5124,5141,166160.0,Wheel:exchange,Wheel:exchange
5530,2828,5124,5141,147300.0,Wheel:exchange,Wheel:exchange
5531,2828,5124,5141,164000.0,Wheel:exchange,Wheel:exchange
5536,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5537,2828,5124,5141,382077.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5546,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5547,2828,5124,5141,1047639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5548,2828,5124,5141,608204.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5549,2828,5124,5141,328539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5550,2828,5124,5141,556249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5552,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5554,2828,5124,5141,368419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5555,2828,5124,5141,599039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5556,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5557,2828,5124,5141,364629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5558,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5560,2828,5124,5141,307559.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5562,2828,5124,5141,299649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5566,2828,5124,5141,199440.0,Wheel:exchange,Wheel:exchange
5575,2828,5124,5141,188749.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5579,2828,5124,5141,429759.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5580,2828,5124,5141,657339.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5581,2828,5124,5141,457269.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5582,2828,5124,5141,588931.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5583,2828,5124,5141,460079.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5584,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5585,2828,5124,5141,549629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5586,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5587,2828,5124,5141,331619.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5588,2828,5124,5141,446949.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5590,2828,5124,5141,406439.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5591,2828,5124,5141,406439.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5592,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5593,2828,5124,5141,697639.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5594,2828,5124,5141,697639.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5596,2828,5124,5141,389249.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5597,2828,5124,5141,317859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5598,2828,5124,5141,669793.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5602,2828,5124,5141,267200.0,Wheel:exchange,Wheel:exchange
5608,2828,5124,5141,504801.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5610,2828,5124,5141,220869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5611,2828,5124,5141,437718.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5612,2828,5124,5141,377889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5613,2828,5124,5141,550799.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5614,2828,5124,5141,475889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5616,2828,5124,5141,487352.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
5617,2828,5124,5141,194529.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5619,2828,5124,5141,395448.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
5621,2828,5124,5141,403809.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5622,2828,5124,5141,364009.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5623,2828,5124,5141,670170.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5624,2828,5124,5141,467829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5625,2828,5124,5141,264959.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5627,2828,5124,5141,654849.0,Side mirror:exchange,Side mirror:exchange
5628,2828,5124,5141,925659.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5634,2828,5124,5631,451349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5635,2828,5124,5631,451349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5642,2828,5124,5631,451349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5643,2828,5124,5631,451349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5647,2828,5124,5648,101709.0,Wheel:exchange,Wheel:exchange
5649,2828,5124,5648,268219.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5651,2828,5124,5648,288409.0,"Bumper:coating,exchange","Bumper:coating,exchange"
5652,2828,5124,5648,507830.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
5658,2828,5124,5648,897021.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
